input_ids,token_type_ids,attention_mask,labels
"[     1  25149    898    260  86340    260    280  13008    260  24133
    894  16121  15421    260  47765    309    275  14057   1055    272
  88278 142184  17819  45643  19708   2008    262    893  25669  31412
  33944   1966  35920   1349  18021  35027  11723    260  32602    280
    389  19341   1503  97086    280    262  76214    280    260    280
  79225    280    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 2 0 1 2 0 0 1 2 0 0]"
"[     1    260 179046    260  25975   1317  40795    314  76438  29310
    312    457  33661   3498  60661   2454    262    260 119805    390
    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 1 2 0 0]
"[     1   3541    262    260  59055  53410  18452    311  51967   1532
   4002  51583  93275    865 197110 125802   1008   7493    778  13144
  10682    390    262   2699    584  57567   7678    393    260   7796
  64166 127257    260  55009  79799    260    544  66994  15299    275
   1297  42575  71252    260    390    260  61053   3441    316 108352
   1503    272  32492    260  50837  71261    389  55009 108006 110612
  28709 190004    260    736  34789    280    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]"
"[     1   3541   1105   9220    638    262  33944   1966   8089  16568
   3672   6014  28240  67688  26987  91315    311 113144 152733    260
  14954    316  35534    412    265   1705    265 206064   1012   4684
    662  43282    834   7783    457  28195    260    280  98510    457
  17944    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[     1   1052  74289    280    426  95736    355  25244 119236   1012
    260  60503    316  32410  10475  33710   1272 119367  47605   2573
  22060 125904  48891    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0]
"[     1    868   1310 178169 177362   4279    390    402   1621 177381
    412    260 119497  17699    584    819    260 115787  19966   1078
    262    457    689    778 214592    260    265    584  70778    457
 116993 214592    260    265    584  70778    457    260  91320 214592
    260    265    584 131951      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 1 2 0 0 0 0 0
 0 1 2 0 0 0 0 0]"
"[     1   2103   1678   9000  76230   1429  91922    834  87555  16779
   1633 136872    262    260  28023   9648    434    260  40153    309
    262  75975    309 131379   4803  48492  51769  74782  20712    261
      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0]
"[     1    878    260  22458  19708  83740    262    893    316    260
 161813    280    316   8257    325  36516    280    262  35920  25163
    260  40582    818   1265 204655   1012    993   9648    325    389
    260  16984    262   3934    457  42250  12640    818    426  10993
 136448  32866    260 130558    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
"[    1 23448   375 33459  2098 13915   355  3139 38109  2224   311  4056
  1207   323   375 14155  6315 13136 18016  8357   309   260 65336   309
 28327  3498 53118 27154   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0]
"[     1  13574   4133  58966  22060 125904    316  43238 109798    262
   1074  25273    262    316   4279    325  75438    680  29999 116050
  79285    689  84575    894   4279    309    262  19708   5614   3648
 153726    260  47905  17360 149012  42166    309   8089    426  18946
    355    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0]"
"[     1  13574   4133  58966  22060 125904    316  75438   1626    868
  11157    265  91814    309  11745    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 0 0]
"[     1   1581   1790  13410 139621    316    260  77442   2739   9487
    325  29999   1261   2250  22060 180355    316  59897    910    262
    731  18649    309    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1581 113251    262  13894   2351    260    280   2564  82437
  36853   7215    434    426    402  56650   2777  12623    355    316
   8261    260    736    402    260 228132  13383   1141 100233   4723
   6278   3889  46124   1123    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]
"[     1  16709   4263   1966    260   9550  37698  30010    662    311
  62439    545 231986    262   2022   1634  26028   1349    316  28365
    325  28629    280   1937  24993  34457  23265    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0]
"[     1    868    420  32257 174381    260 221082   1401  30681 173477
    260  30713 167634    260    390   8357   1765  29333    544    806
  14794 123058    457  85596  32168   1765   4828   1237  37990    261
      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
"[     1   1121  71460    405 217280   6149    993  19441  32506    437
  34822   1349    262    893    316  17310   5724    588  60518    434
   6036    923    778  73080   3284    262    260    309    611  49841
    309    260  71571  45241   4110    311  19545   5035    260   4467
   8047    559  33671   1970  34168  42921  45180   7902    636  59351
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    984  64067  44711  18034  15257  39895    316 159483  53321
    260  75001    260    280    311  73080  79828    262    426    260
   1803  11971    508    262   8825  57350    260  23837   1627    260
 102730    260    736  43195   1678    316 147636   1401  72083    617
    265  31505 223942  27337    309    426   8089    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0]"
"[     1  45308   2602   4279    638    262    260   6841    260  90939
   6204  22017    686  25102  21160    355    260 220550   7548    262
  11166   1349  86284    990  20111  42232    311  73388    325  34789
    434    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 1 2 0 0]
"[     1    314   2081  14819    390  13782    260 123488    611    389
  13653  16275   1045  19435    260  12516  16289   1041  98586  16289
  22456  18889    397    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1326  22899  50962  49473   8333   4547    275   1237   1237
    316    260  89314    265    390    260  25647  13410  52601    316
  30513    355    262    260    390  13410 100171    260    669  38955
  19435    405 233640 197807   1837      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 1 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    382    260  24495    397  16779 173984    434   8089    260
   4151    260 170258   2703  35985    434   1093  91460    280    316
    260 161813    280    260 207905  85550  72083   1141  13797    686
    689  27327    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0]
"[     1    314  81056    412  51780  67433    260  53874  13550  23266
    265    559 151850   3045   4904    355  10197    355    262    260
  15900  18784  24539  48107  46250   1312 126807    316  11407  37207
    390    261   1052  38831   2454    260 213948    260  96556    611
  64479  30623    260 180152    260    390    426    658    402    260
  25287    611  67976    390  61534  14221    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 1
 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   3574    375  20195  59210   5609    260  16234    280    323
   8302    316   1326   2381  37207    267    262    260    309   4567
    544    457   1491    267    903 185708    267    262    260    267
    260 177179   1123   9660    260   1633  38201  18130 111582 117283
  57775   1237  26147   1477      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
"[     1    405  11234    658 113982    390   1008  21328   1776  10885
    316  14819    390   2584    260 120954  30623    316  97272   6747
    375  80620  11560    262   6572  11937  11005    355   1008    260
 112539    355  50722    355   1499   1965   1237    260  78778    262
    323   4615  13934    260  42293  10267    266    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   1491 209226  35988   2739   1610  32443    280    260  64225
    262   8047  58195  45180  95922  36007   7718    262    260 163535
   3672    457  31162   3054  18204    316  10406    280    389  35920
  15063    311  22644 145094    325  17952    686    316  76261  34036
    355    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[0 0 0 1 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[     1   9394    316  23706  38411  14819    355    389 153551   1105
  28887    638    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 1 2 0 0 0 0 0 0 0]
"[     1  47630  97730   1279 112125   1078   5356   1499  59630  51478
   3398    654 185603   1668    813    260  49833   1331    260 179503
  25592  42078  82016  12480   1776  45888    280    260    736    260
  65017   1078  27205  33459  19245    260    390 101356   1633  76909
 132879    316  14819    390    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 2 0 0]"
"[     1  20968 144538   1009    689 142483   2078  29978  25592  14819
    390  10457   1009    260  82297   1045  72970  65888   3482  59006
 141447 135482   3482  25444  51844    316  39655  25777   2024   4713
    687 149143    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[    1   636 14819   390  1668 21719 36221   584  6083 13018 61329   508
 36200  1621 76438   584  1702 33459 15689   311 14701 17572 19709   261
     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1 185614   1012  77883    262  19341  58392    260 100096    818
    405  72243 141074   1826   2022   1432    260 190516  21146    311
  35920   9265  30654    412   8550 114784    375    260  48481   1503
   1121  86764    262    426  82182  47818  32410  64133  32866    355
  54696 124493    355  28977 152392    402  29985   1068  26167    355
    262    426  22370    355    260    736    636 102539    309   7192
    260 155804   2794  82423  25796    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0]"
"[     1    636    545   3781   4314  75461    311  38831   2454  34782
    397  30784    260  54958 156776    265 135030  30784  13797    355
   7627  19667  82615   5826    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1025    260  22458    316    260 100568  82855   3286   3934
    280 143938    434    260 225814    434    268    316 131860    434
    924  69712 190154    316  90518 124902   1310  11437  19755    260
    280    311    260  70242  61570    405  35602  25653  11841   1837
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]","[0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 1
 2 2 0 0]"
"[     1    868 119970  30702  56285   4279    390    260 133231    280
    260  37134    260   1965    262   7822    402    923    390  51126
    390    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1  30916    390    309 177332    584 161881    559    316  68594
  23910 166215    309   6868  13144    309  55470  66777    426  42575
   3331    262    316   1159   2267  64166 201794    260  51967   1532
    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    689 172251    280 109584    280  98542  90518 114887  76816
    265   2121  49104   2476   1183  30785   2224    316  32499   1109
    262    806   2315 213776    730   8089    262    260  91010    426
  44554    818  17944    434    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
"[     1    636    260  64402 162215 184043    260  90472 193504    993
  17667  29271   3581    262    893    611  53759    309  25629  56458
    434    316   1279   4532  18964   2739  44239    262    260   6841
    984  32645   7241 100371  30213    426 233563  47042    375  61634
    262    260 195554  83740  35336   4903    311    260 212026   1261
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    636  25401    325    815   4110  23179   1634  12991  32777
  38885    553    260 122069  75847  44911    260  69563 223504    262
 145310   1401  54675  49531   2739    268   7215    918 227565  33855
  47841 111445 159229    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   2154   7493    894   2759    990    262    260  55444  92739
   3432    260    390    260  45113    260  12740    584  48677 119292
    910 162104  27460  69791    638    262   1159    260    544   2267
  64262 100696    268   1050   1827  56290    316    260   1858   2267
 137276    262   1050    402   1827  56290    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    689  13653  16275   3468    559    389  97468   9242    268
  38388   1858   2941  69322    680    316  14819    390    260  65321
   1965    402    260   6445    262   1497    260  59055    402   2045
    260   1237   1237  94598  78479    262    260    309   1159   9674
    260   6445    262   1497  49605  13643    584    402    749    260
  25996    833    402    260 140720  13131    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[    1   636   816 10187   260 40334 81877 54137 32453  1634  6661   316
   260 96151   686  7150   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
